date,co2,proxy
1958-03-29,316.1,189.669429766582
1958-04-05,317.3,189.65952190183515
1958-04-12,317.6,190.4275536006184
1958-04-19,317.5,190.61542110940488
1958-04-26,316.4,190.5152459064178
1958-05-03,316.9,189.882365535536
1958-05-10,317.2,190.28016553892076
1958-05-17,317.5,190.53119661115545
1958-05-24,317.9,190.65841646846994
1958-05-31,317.54999999999995,190.80350985814147
1958-06-07,317.2,190.54676427345115
1958-06-14,316.85,190.33986372190222
1958-06-21,316.5,189.95548641380432
1958-06-28,316.15,189.72907703900938
1958-07-05,315.8,189.42563371796535
1958-07-12,315.8,189.16071366636262
1958-07-19,315.4,189.11989424264831
1958-07-26,315.5,188.85617173092064
1958-08-02,315.6,188.94704402114868
1958-08-09,315.1,189.08523252385692
1958-08-16,315.0,188.7755924241361
1958-08-23,314.55,188.81807718442732
1958-08-30,314.1,188.49818758391584
1958-09-06,313.5,188.25455083917282
1958-09-13,313.44444444444446,187.9623111027967
1958-09-20,313.3888888888889,187.93602869179543
1958-09-27,313.3333333333333,187.84693291476057
1958-10-04,313.27777777777777,187.74447017820782
1958-10-11,313.22222222222223,187.67680740794947
1958-10-18,313.1666666666667,187.6599887088764
1958-10-25,313.1111111111111,187.55093401177766
1958-11-01,313.05555555555554,187.5019125103289
1958-11-08,313.0,187.456637301252
1958-11-15,313.2,187.4638673867701
1958-11-22,313.5,187.5999668209581
1958-11-29,314.0,187.8066197741361
1958-12-06,314.5,188.0575826284297
1958-12-13,314.4,188.34786160590275
1958-12-20,314.7,188.34665976615733
1958-12-27,315.2,188.6386671020489
1959-01-03,315.2,188.8442371871411
1959-01-10,315.5,188.95778147024652
1959-01-17,315.6,189.2387221270302
1959-01-24,315.8,189.35732048208274
1959-01-31,315.4,189.49715465435742
1959-02-07,316.15,189.2336104432672
1959-02-14,316.9,189.79296199453245
1959-02-21,316.6,190.3899813682662
1959-02-28,316.6,190.3451039835062
1959-03-07,316.8,190.44373676586127
1959-03-14,316.75,190.5905402966607
1959-03-21,316.7,190.4699163992395
1959-03-28,316.7,190.43958233925548
1959-04-04,317.7,190.4888179593862
1959-04-11,317.1,190.992190849605
1959-04-18,317.6,190.6618250041187
1959-04-25,318.3,190.99406478123035
1959-05-02,318.2,191.46626798552754
1959-05-09,318.7,191.31745913802075
1959-05-16,318.0,191.56783144511783
1959-05-23,318.4,191.11509880158206
1959-05-30,318.45,191.26736365849914
1959-06-06,318.5,191.4278162492839
1959-06-13,318.1,191.42062294465072
1959-06-20,317.8,191.20529566686025
1959-06-27,317.7,191.0059027259497
1959-07-04,316.8,191.06466319185984
1959-07-11,316.8,190.623690265891
1959-07-18,316.4,190.67119171260288
1959-07-25,316.1,190.26592847155433
1959-08-01,315.6,190.08983064462385
1959-08-08,314.9,189.8411071089321
1959-08-15,314.95,189.49640422712022
1959-08-22,315.0,189.4800611987672
1959-08-29,314.1,189.6467120510168
1959-09-05,314.4,189.00767972826583
1959-09-12,313.9,189.13806512662967
1959-09-19,313.5,188.9081938757382
1959-09-26,313.5,188.67187297177512
1959-10-03,313.0,188.8220524155485
1959-10-10,313.1,188.53619135498693
1959-10-17,313.4,188.54870179822254
1959-10-24,313.4,188.70038453533007
1959-10-31,314.1,188.61854857650863
1959-11-07,314.4,188.94272256402965
1959-11-14,314.8,189.17000342583725
1959-11-21,315.2,189.45359086176822
1959-11-28,315.1,189.79068277322628
1959-12-05,315.0,189.6740873388818
1959-12-12,315.6,189.74077039781508
1959-12-19,315.8,190.07921631972945
1959-12-26,315.7,190.31729694064276
1960-01-02,315.7,190.22483800210406
1960-01-09,316.4,190.16967675517841
1960-01-16,316.7,190.6084106580453
1960-01-23,316.5,190.8657696394105
1960-01-30,316.6,190.75784535766417
1960-02-06,316.6,190.77393069585494
1960-02-13,316.9,190.67333921729917
1960-02-20,317.4,190.74822520118036
1960-02-27,317.0,191.08592641492095
1960-03-05,316.9,190.9201548924174
1960-03-12,317.7,190.8478327979705
1960-03-19,318.0,191.24725543360336
1960-03-26,317.7,191.49273359505
1960-04-02,318.6,191.2167040491964
1960-04-09,319.3,191.70322394206698
1960-04-16,319.0,192.1698002810825
1960-04-23,319.0,191.8210396930644
1960-04-30,319.7,191.85001741288187
1960-05-07,319.9,192.22639435015114
1960-05-14,319.8,192.35459032746195
1960-05-21,320.0,192.28891271299543
1960-05-28,320.0,192.42407129262372
1960-06-04,319.4,192.47613418787674
1960-06-11,320.0,192.05925645655935
1960-06-18,319.4,192.52583010823275
1960-06-25,319.0,192.22028714240383
1960-07-02,318.1,192.0435670920766
1960-07-09,318.6,191.59093189065993
1960-07-16,318.4,191.95000100728785
1960-07-23,317.9,191.89330690833125
1960-07-30,317.3,191.59897642913694
1960-08-06,316.6,191.13196839031272
1960-08-13,316.7,190.70184000780998
1960-08-20,315.1,190.7041264097967
1960-08-27,314.7,189.63742077715804
1960-09-03,314.7,189.4168047364765
1960-09-10,314.5,189.37416352741545
1960-09-17,314.2,189.17692819456457
1960-09-24,313.3,188.91870311355922
1960-10-01,313.6,188.39883439453737
1960-10-08,313.3,188.60573479072517
1960-10-15,313.9,188.52491910095767
1960-10-22,314.2,188.88387550081836
1960-10-29,314.2,189.14201348275932
1960-11-05,314.5,189.24718334476725
1960-11-12,315.1,189.5134457674785
1960-11-19,315.1,189.69604797450774
1960-11-26,315.4,189.788199253448
1960-12-03,315.8,189.9936707540666
1960-12-10,316.0,190.26545360553064
1960-12-17,316.2,190.41329566186084
1960-12-24,316.4,190.56200244888117
1960-12-31,316.6,190.70595851540006
1961-01-07,316.7,190.7990400172597
1961-01-14,317.0,190.71641736988147
1961-01-21,317.0,190.88824876528844
1961-01-28,317.0,190.82796887664938
1961-02-04,317.0,190.90898113258973
1961-02-11,317.7,190.88732364464008
1961-02-18,317.9,191.31358429634807
1961-02-25,318.0,191.36986384967733
1961-03-04,318.0,191.39156716458496
1961-03-11,318.5,191.39070218495846
1961-03-18,318.9,191.57929904613871
1961-03-25,318.7,191.8418504297108
1961-04-01,319.4,191.71389501070223
1961-04-08,319.5,192.04496602532683
1961-04-15,318.9,191.925098560422
1961-04-22,319.7,191.603577470463
1961-04-29,319.6,192.06125866754226
1961-05-06,320.6,191.96150803655095
1961-05-13,320.4,192.54379643931196
1961-05-20,320.6,192.560032134878
1961-05-27,320.3,192.67629706219859
1961-06-03,320.0,192.5027935069227
1961-06-10,320.0,192.21126304169704
1961-06-17,319.6,192.33481347167375
1961-06-24,319.4,192.1636250704321
1961-07-01,319.2,192.12364518545746
1961-07-08,319.0,192.00722064029833
1961-07-15,318.4,191.9559697494602
1961-07-22,317.1,191.62379076209226
1961-07-29,317.9,190.8897799429317
1961-08-05,317.9,191.35836547105106
1961-08-12,317.3,191.2478238749479
1961-08-19,316.7,190.96498795103315
1961-08-26,315.2,190.4598659782874
1961-09-02,315.2,189.54187072794306
1961-09-09,314.9,189.5265315413131
1961-09-16,314.5,189.26831703073924
1961-09-23,315.0,189.0743012659645
1961-09-30,315.6,189.35927653835878
1961-10-07,314.9,189.686511413939
1961-10-14,315.4,189.3054995437623
1961-10-21,315.4,189.56975611572042
1961-10-28,315.7,189.6739296138333
1961-11-04,315.8,189.88028874454736
1961-11-11,315.7,189.90471377053478
1961-11-18,316.2,189.69889389733586
1961-11-25,316.5,189.90081240756828
1961-12-02,316.5,190.1623247164259
1961-12-09,317.0,190.15852941169257
1961-12-16,316.9,190.43729503176658
1961-12-23,317.1,190.5005389028348
1961-12-30,317.4,190.52434020952927
1962-01-06,317.9,190.66041587454112
1962-01-13,318.1,190.92497179878424
1962-01-20,318.0,191.0889470948991
1962-01-27,317.7,190.9791819550263
1962-02-03,318.0,190.75317561638022
1962-02-10,318.3,190.81278941161386
1962-02-17,318.9,191.0474906169152
1962-02-24,319.3,191.4679510688038
1962-03-03,319.2,191.67222281274877
1962-03-10,319.4,191.62447330866434
1962-03-17,319.9,191.64752484945737
1962-03-24,319.7,191.9121388628518
1962-03-31,320.2,191.895485184306
1962-04-07,320.2,192.20566498936103
1962-04-14,321.0,192.37894225087072
1962-04-21,320.7,192.79990279520896
1962-04-28,320.3,192.66342412646327
1962-05-05,320.8,192.4087611893758
1962-05-12,320.7,192.75119752788788
1962-05-19,321.0,192.6906566759135
1962-05-26,321.1,192.8285668176328
1962-06-02,320.9,192.8234955603087
1962-06-09,320.8,192.93344831573734
1962-06-16,320.5,192.867647436258
1962-06-23,320.1,192.53639788449053
1962-06-30,320.2,192.24775283889778
1962-07-07,320.1,192.35860581843207
1962-07-14,319.9,192.26110518594322
1962-07-21,319.0,192.24313865112958
1962-07-28,318.7,191.77831852159292
1962-08-04,318.6,191.5868931239061
1962-08-11,317.2,191.4914769281979
1962-08-18,317.4,190.57611685267082
1962-08-25,317.2,190.6436193619973
1962-09-01,317.0,190.4131336313974
1962-09-08,316.8,190.38346335326239
1962-09-15,316.6,190.38276591229686
1962-09-22,315.7,190.16855555706726
1962-09-29,315.9,189.53992933389077
1962-10-06,315.1,189.52729094460926
1962-10-13,315.4,188.97500187730435
1962-10-20,315.7,188.92202661720808
1962-10-27,315.7,189.0163556954607
1962-11-03,315.9,189.11362435044572
1962-11-10,316.4,189.2076989107359
1962-11-17,316.9,189.5717927283499
1962-11-24,317.0,189.83512004856175
1962-12-01,317.1,190.02717009583623
1962-12-08,317.3,190.1021114445623
1962-12-15,317.6,190.19346127265152
1962-12-22,318.1,190.56489307455436
1962-12-29,318.3,190.84055768533295
1963-01-05,318.5,190.86896593410347
1963-01-12,318.7,191.0041091842505
1963-01-19,318.9,191.12119655635863
1963-01-26,318.8,191.3211708978461
1963-02-02,318.7,191.19204835350877
1963-02-09,318.9,191.19240212336973
1963-02-16,319.1,191.37635825866278
1963-02-23,319.3,191.44628171176768
1963-03-02,319.3,191.57852501219688
1963-03-09,319.7,191.51621861543282
1963-03-16,319.8,191.93215422097086
1963-03-23,320.3,191.93934375379985
1963-03-30,320.2,192.2053631705247
1963-04-06,320.3,192.0654253188774
1963-04-13,320.9,192.09946622323946
1963-04-20,322.0,192.45902552123718
1963-04-27,321.9,193.176609706388
1963-05-04,321.9,193.07082320793307
1963-05-11,321.9,193.05689016103273
1963-05-18,322.2,192.95065345855167
1963-05-25,322.2,193.06859829154422
1963-06-01,322.3,193.2752838584149
1963-06-08,322.0,193.41337709779202
1963-06-15,321.8,193.17477029466622
1963-06-22,320.8,192.95446550155162
1963-06-29,320.4,192.28129678925663
1963-07-06,320.1,192.03966997479307
1963-07-13,319.8,191.86227455892003
1963-07-20,319.5,191.62644751385022
1963-07-27,319.0,191.34995442884488
1963-08-03,318.6,191.15663281673855
1963-08-10,318.2,190.95050922558565
1963-08-17,317.7,190.68241662411805
1963-08-24,317.1,190.36586703353183
1963-08-31,316.4,189.96615224909746
1963-09-07,316.8,189.32594884064613
1963-09-14,315.9,189.5746234776781
1963-09-21,316.0,188.95433264695092
1963-09-28,315.9,188.93913132452346
1963-10-05,316.2,188.83111164411918
1963-10-12,315.6,189.06603427272253
1963-10-19,316.1,188.61824446209195
1963-10-26,316.3,188.8106733526164
1963-11-02,316.6,188.97866225825433
1963-11-09,316.8,189.2152399261023
1963-11-16,317.1,189.26331989801773
1963-11-23,317.3,189.4854997238147
1963-11-30,317.5,189.5836272915336
1963-12-07,318.0,189.7262242047751
1963-12-14,318.2,189.93165218377018
1963-12-21,318.5,190.11411926747223
1963-12-28,318.7,190.38436368903098
1964-01-04,319.0,190.55214418170294
1964-01-11,319.4,190.7740196788301
1964-01-18,319.8,190.73109904212086
1964-01-25,319.91578947368424,190.9906462733009
1964-02-01,320.0315789473684,191.0582115587595
1964-02-08,320.14736842105265,191.11665682995653
1964-02-15,320.2631578947369,191.13883716491924
1964-02-22,320.37894736842105,191.2124632222483
1964-02-29,320.4947368421053,191.31284571184344
1964-03-07,320.61052631578946,191.3625352840134
1964-03-14,320.7263157894737,191.39725965774568
1964-03-21,320.8421052631579,191.55896487777665
1964-03-28,320.9578947368421,191.54553602894202
1964-04-04,321.0736842105263,191.6922713529893
1964-04-11,321.18947368421055,191.77500597197965
1964-04-18,321.30526315789473,191.784156732794
1964-04-25,321.42105263157896,191.8318817747993
1964-05-02,321.53684210526313,191.83235593879894
1964-05-09,321.65263157894736,191.95245946189013
1964-05-16,321.7684210526316,192.04802577824847
1964-05-23,321.88421052631577,192.0757397493225
1964-05-30,322.0,192.06254706110397
1964-06-06,322.0,192.15464945232708
1964-06-13,321.8333333333333,192.2264533728402
1964-06-20,321.6666666666667,192.1179156466366
1964-06-27,321.5,192.04929208420327
1964-07-04,321.1,191.92109004791206
1964-07-11,319.9,191.68615773836274
1964-07-18,320.2,190.9443115200082
1964-07-25,320.0,191.14636468073132
1964-08-01,319.1,190.91313174225365
1964-08-08,318.85,190.4214460314929
1964-08-15,318.6,190.25420109537265
1964-08-22,318.2,190.13109670044634
1964-08-29,318.1,189.86557344088638
1964-09-05,317.4,189.82960053008946
1964-09-12,316.5,189.32915831977974
1964-09-19,315.5,188.8783449007164
1964-09-26,317.0,188.15057905664358
1964-10-03,316.9,188.97263614553515
1964-10-10,316.5,188.93031110075063
1964-10-17,316.8,188.8000242721395
1964-10-24,317.0,189.0008837447751
1964-10-31,317.6,189.10229061062915
1964-11-07,317.7,189.35540884988592
1964-11-14,317.6,189.40106310005362
1964-11-21,317.5,189.3395723242255
1964-11-28,318.1,189.40636497262597
1964-12-05,318.4,189.8130243642464
1964-12-12,318.5,189.87834239862676
1964-12-19,318.9,190.09035083076998
1964-12-26,318.9,190.30072509010756
1965-01-02,319.0,190.23476561150474
1965-01-09,319.1,190.40537731041127
1965-01-16,319.1,190.46164562838902
1965-01-23,319.7,190.43409043343564
1965-01-30,320.1,190.81049938260577
1965-02-06,320.2,191.11386604113397
1965-02-13,320.1,191.24836625646768
1965-02-20,320.7,191.08522607646373
1965-02-27,320.8,191.5951121867341
1965-03-06,321.0,191.7261268058338
1965-03-13,320.9,191.81768672618279
1965-03-20,320.4,191.6962872373187
1965-03-27,321.4,191.3236113050118
1965-04-03,321.9,191.93286468783
1965-04-10,322.2,192.1842634657658
1965-04-17,322.1,192.30689791836932
1965-04-24,321.8,192.30774199873997
1965-05-01,322.4,192.15508454952695
1965-05-08,322.2,192.4854917051451
1965-05-15,321.9,192.42056027485904
1965-05-22,321.6,192.34311367183196
1965-05-29,322.2,192.08102644838476
1965-06-05,321.8,192.3957795570741
1965-06-12,321.7,192.22647619509058
1965-06-19,321.7,192.2203967375267
1965-06-26,321.9,192.23739915175955
1965-07-03,321.9,192.44458074082644
1965-07-10,321.8,192.3629648611425
1965-07-17,321.7,192.19202952360968
1965-07-24,320.4,192.0670414718139
1965-07-31,319.4,191.2962322789791
1965-08-07,319.4,190.63652577084696
1965-08-14,318.0,190.5999844091151
1965-08-21,318.8,189.68685940018258
1965-08-28,318.7,190.12032721433798
1965-09-04,318.3,189.9849681729135
1965-09-11,318.0,189.77252813834443
1965-09-18,318.2,189.65214496844317
1965-09-25,316.8,189.7361115229793
1965-10-02,316.6,188.88056658831903
1965-10-09,317.2,188.7169891453806
1965-10-16,317.8,189.11683298655333
1965-10-23,317.5,189.48351218945876
1965-10-30,317.6,189.42307395698413
1965-11-06,318.3,189.40091355423633
1965-11-13,319.2,189.84810124167564
1965-11-20,318.9,190.42140059664914
1965-11-27,319.1,190.2143675838248
1965-12-04,319.0,190.37813264337854
1965-12-11,319.3,190.21024344470425
1965-12-18,319.3,190.54915367200897
1965-12-25,319.7,190.44850033801248
1966-01-01,319.6,190.75748588255485
1966-01-08,320.4,190.61340168163443
1966-01-15,320.6,191.17971790897676
1966-01-22,321.0,191.27085985698113
1966-01-29,321.1,191.52274157501827
1966-02-05,321.2,191.58674235669628
1966-02-12,321.7,191.72929741382313
1966-02-19,321.6,192.0051813550624
1966-02-26,321.8,191.72264257681363
1966-03-05,322.1,191.7856381675588
1966-03-12,322.1,191.97941659179048
1966-03-19,322.5,191.94638147642522
1966-03-26,322.8,192.24411804027426
1966-04-02,323.5,192.50026756497235
1966-04-09,323.6,192.90918467922984
1966-04-16,323.8,192.85746127465117
1966-04-23,323.9,193.08127365790162
1966-04-30,323.5,193.2225026704096
1966-05-07,324.0,192.96006333533958
1966-05-14,324.1,193.41818496619405
1966-05-21,323.7,193.4520193066871
1966-05-28,324.3,193.12673532765572
1966-06-04,324.0,193.4750448201244
1966-06-11,323.8,193.37588234878734
1966-06-18,323.7,193.18557334059665
1966-06-25,323.3,193.2719152214274
1966-07-02,322.8,192.96467575533447
1966-07-09,322.9,192.7362574260631
1966-07-16,322.5,192.83709210412832
1966-07-23,322.1,192.5855378246596
1966-07-30,321.7,192.42657779806348
1966-08-06,321.3,192.07409288889832
1966-08-13,320.8,191.93591077291833
1966-08-20,319.1,191.63113447074554
1966-08-27,319.6,190.5704518270058
1966-09-03,319.9,190.9266398806088
1966-09-10,318.2,191.1861323066287
1966-09-17,318.4,190.2238669639255
1966-09-24,318.3,190.49382975050386
1966-10-01,317.9,190.51488420620763
1966-10-08,317.9,190.37114720363914
1966-10-15,318.2,190.3306574083509
1966-10-22,318.6,190.51864669163058
1966-10-29,318.3,190.800870385305
1966-11-05,318.9,190.61953971755224
1966-11-12,319.5,191.00216236004022
1966-11-19,320.0,191.39412021750033
1966-11-26,320.2,191.75743851132646
1966-12-03,320.8,191.86981784451868
1966-12-10,320.8,192.2035829033643
1966-12-17,321.1,192.14145922959807
1966-12-24,321.3,192.25457930513738
1966-12-31,321.3,192.46251314718836
1967-01-07,321.9,192.4561740355882
1967-01-14,322.9,192.87519486416997
1967-01-21,322.6333333333333,193.37789257569426
1967-01-28,322.3666666666667,193.07252996760633
1967-02-04,322.1,192.83384812528132
1967-02-11,322.2,192.75984514784457
1967-02-18,322.8,192.89995095583197
1967-02-25,322.6,193.2848538514209
1967-03-04,322.9,193.1046910901589
1967-03-11,322.6,193.27488089204144
1967-03-18,323.3,193.07254885605653
1967-03-25,323.2,193.46667585509937
1967-04-01,323.1,193.2187206173007
1967-04-08,324.2,193.09437613835357
1967-04-15,324.4,193.74011797267735
1967-04-22,324.6,193.97385005691328
1967-04-29,325.1,194.1059057863482
1967-05-06,325.2,194.5109724078179
1967-05-13,324.7,194.54144438966088
1967-05-20,325.0,194.22249274606733
1967-05-27,324.9,194.11003611631327
1967-06-03,324.9,194.08478589175377
1967-06-10,324.6,194.1258180663542
1967-06-17,323.3,194.0780999965712
1967-06-24,323.5,193.26159290576172
1967-07-01,322.8,193.3886544674765
1967-07-08,322.8,192.91573987087244
1967-07-15,322.4,192.8275205910034
1967-07-22,322.4,192.5340374934981
1967-07-29,322.0,192.50816260419165
1967-08-05,321.6,192.36982045634193
1967-08-12,321.4,192.12998632653495
1967-08-19,320.4,191.95069546580982
1967-08-26,320.0,191.36133630292795
1967-09-02,320.0,191.13765415459497
1967-09-09,319.4,191.08693675039686
1967-09-16,319.3,190.81267927239406
1967-09-23,319.0,190.61105310557085
1967-09-30,318.8,190.4150372584646
1967-10-07,318.8,190.3449172133868
1967-10-14,319.8,190.24453477442603
1967-10-21,319.4,190.8716288055743
1967-10-28,319.8,190.7285957843388
1967-11-04,320.0,191.0026211291581
1967-11-11,320.3,190.99585913343483
1967-11-18,320.9,191.1212445063772
1967-11-25,321.5,191.573667261565
1967-12-02,321.4,191.9560424049449
1967-12-09,321.8,191.89530298455813
1967-12-16,322.2,192.16839302916182
1967-12-23,321.9,192.46247170041224
1967-12-30,322.3,192.22933680766738
1968-01-06,322.4,192.44755680166193
1968-01-13,322.5,192.51827532538692
1968-01-20,322.5,192.5374784962529
1968-01-27,322.8,192.5274696293626
1968-02-03,322.6,192.80481001145125
1968-02-10,323.1,192.61222352159933
1968-02-17,323.4,193.0567232247845
1968-02-24,323.1,193.37767405308813
1968-03-02,323.1,193.0691660952408
1968-03-09,323.8,193.05858939535733
1968-03-16,323.8,193.50429126308075
1968-03-23,324.2,193.44722593151778
1968-03-30,324.7,193.6316448937414
1968-04-06,324.7,193.9138387164863
1968-04-13,325.0,193.9692770730197
1968-04-20,324.8,194.11092703509865
1968-04-27,325.4,194.12792907097017
1968-05-04,325.6,194.50967712114553
1968-05-11,325.0,194.6219839748393
1968-05-18,325.5,194.37067845122417
1968-05-25,325.8,194.71764954085367
1968-06-01,325.6,194.92534604903025
1968-06-08,325.7,194.78051052032257
1968-06-15,325.5,194.9765594413645
1968-06-22,324.9,194.91744606059498
1968-06-29,324.6,194.54219021039913
1968-07-06,324.7,194.24390027409797
1968-07-13,324.1,194.33187163973008
1968-07-20,323.9,193.8860911328225
1968-07-27,323.4,193.63739518644059
1968-08-03,322.4,193.3164588235305
1968-08-10,322.2,192.7375691562248
1968-08-17,322.0,192.71375524875106
1968-08-24,321.7,192.61493913564743
1968-08-31,321.4,192.49539060018523
1968-09-07,320.4,192.22344939729348
1968-09-14,321.1,191.62175948398342
1968-09-21,319.7,192.05107533293128
1968-09-28,319.8,191.27574379677776
1968-10-05,320.5,191.3444483472851
1968-10-12,320.5,191.82475426914408
1968-10-19,320.2,191.78693932556078
1968-10-26,319.9,191.63378594352676
1968-11-02,320.7,191.48490092362084
1968-11-09,320.8,191.87116774427687
1968-11-16,321.4,191.94433314141943
1968-11-23,321.7,192.28030595189807
1968-11-30,322.0,192.31749935575186
1968-12-07,322.4,192.56937985676248
1968-12-14,322.9,192.78224045573964
1968-12-21,323.3,193.01831120138021
1968-12-28,323.1,193.2300124456032
